Marcus.,I am in page is loading,3991
Cole.,Purchased,3994
Blake.,I am in,3997
Justin.,Let's go,4000
Scott.,Buying right now,4003
Linda.,Got it,4007
Richard.,I am in,4010
Alex.,Secured,4014
Tony.,Got the single pay. Saves money,4018
Sarah.,Done,4023
Chris.,Payment went through. I am so pumped,4027
David.,In,4033
Amanda.,I am in,4040
Jason.,Got it,4047
Kevin.,Boom,4053
Emily.,Got it,4060
Brian.,See you inside,4070
Jessica.,Paid,4080
Marcus.,Just signed up,4090
Cole.,Yes,4100
Blake.,Upgraded my license,4110
Justin.,Done,4120
Scott.,I am in,4130
Linda.,Yay,4140
Richard.,Finally in,4150
Alex.,I am in,4160
Tony.,Single pay is definitely the best deal,4170
Sarah.,Agreed,4180
Chris.,Got it,4190
David.,Excited,4200
Amanda.,In,4210
Jason.,Payment success,4220
Kevin.,Joining now,4230
Emily.,Let's crush it,4240
Brian.,Secured my spot,4250
Jessica.,In,4260
Marcus.,I am in,4270
Cole.,Who else got single pay?,4280
Blake.,Me,4290
Justin.,Bought it,4300
Scott.,Me too,4310
Linda.,The link is a little slow but my payment went through,4320
Richard.,High traffic,4330
Alex.,Everyone is buying,4340
Tony.,I am in from China,4350
Sarah.,Welcome Lin,4360
Chris.,International crowd very nice,4370
David.,Just got it,4380
Amanda.,In,4390
Jason.,Paid,4400
Kevin.,In,4410
Emily.,I am in,4420
Brian.,Got the confirmation email,4430
Jessica.,Bought it,4440
Marcus.,Me too,4450
Cole.,Just joined so excited for this,4460
Blake.,Best investment of the year. My worries are gone,4470
Justin.,I am in,4480
Scott.,Let's build some bots,4490
Linda.,Cannot wait,4500
Richard.,Does this integrate with GoHighLevel? That was my only holdup,4510
Alex.,GHL integration is key for my agency,4520
Tony.,Yes Michael they said it syncs with GHL perfectly. That sold me,4530
Sarah.,Zapier too?,4540
Chris.,Yes Zapier works,4550
David.,Perfect thanks,4560
Amanda.,Thanks for the shoutout Barry,4570
Jason.,Congrats Jay,4580
Kevin.,What happens after we buy?,4590
Emily.,Just check your email,4600
Brian.,Onboarding is inside the portal,4610
Jessica.,I am going after the recruiters on LinkedIn tomorrow morning,4620
Marcus.,I am going after plumbers,4630
Cole.,Time is money. Let's execute,4640
Blake.,Action takers win,4650
Justin.,Facts,4660
Scott.,Just do it,4670
Linda.,I charge my clients 2000 for setup. The ROI on this is absurd,4680
Richard.,Outsourcing it to them for sure,4690
Alex.,Work smart not hard,4700
Tony.,Exactly,4710
Sarah.,Itamar is right the market is primed right now,4720
Chris.,Everyone knows what AI is now,4730
David.,Much easier sell than back in 2024,4740
Amanda.,So much easier,4750
Jason.,Clients are actually asking me for AI solutions now,4760
Kevin.,Same,4770
Emily.,Do we need a Twilio account?,4780
Brian.,I think they provide the routing,4790
Jessica.,The single pay option is definitely the way to go guys,4800
Marcus.,Saves money in the long run,4810
Cole.,Yep,4820
Blake.,Can we send SMS links during the active call?,4830
Justin.,Yes the Dr. Spock demo showed that,4840
Scott.,What exactly makes it HIPAA compliant technically?,4850
Linda.,It is about data encryption and not storing patient info improperly,4860
Richard.,And having a BAA agreement,4870
Alex.,Wait so it speaks French and German automatically?,4880
Tony.,Yes multiple languages. Opens up the global market,4890
Sarah.,PI Attorneys have high ticket leads. That is my target,4900
Chris.,Big budgets in law,4910
David.,I love the idea of smaller deals. 1000 a month times 10 clients,4920
Amanda.,Life changing money,4930
Jason.,That is 10k a month passive,4940
Kevin.,The dream,4950
Emily.,Totally doable with this tool,4960
Brian.,I am on the gravy train,4970
Jessica.,All aboard,4980
Marcus.,Welcome Alina,4990
Cole.,Got it,5000
Blake.,Nice Jabari,5010
Justin.,Let's go,5020
Scott.,I am in,5030
Linda.,Welcome Eddie,5040
Richard.,The community grows,5050
Alex.,Joined,5060
Tony.,Hi Noah,5070
Sarah.,Welcome,5080
Chris.,Secured my spot,5090
David.,Congrats Sariah,5100
Amanda.,Smart choice,5110
Jason.,I am in,5120
Kevin.,Welcome Iim,5130
Emily.,Let's go,5140
Brian.,Bought it,5150
Jessica.,Welcome Mika,5160
Marcus.,Smart move,5170
Cole.,Joined from Ireland,5180
Blake.,Hello Ireland,5190
Justin.,Global takeover,5200
Scott.,I am in,5210
Linda.,Welcome Zad,5220
Richard.,Nice,5230
Alex.,In,5240
Tony.,Welcome Mary,5250
Sarah.,Let's get to work,5260
Chris.,Just bought,5270
David.,Welcome Chris,5280
Amanda.,Congrats,5290
Jason.,In,5300
Kevin.,Welcome Amira,5310
Emily.,Awesome,5320
Brian.,I am on the gravy train,5330
Jessica.,Welcome Tom,5340
Marcus.,Gravy train,5350
Cole.,Anyone else having trouble with the checkout link?,5360
Blake.,Just refresh your page it is getting hammered,5370
Justin.,Works for me now,5380
Scott.,Do not wait guys the beginner advantage is real right now,5390
Linda.,Very true,5400
Richard.,First movers win the market,5410
Alex.,Still loading for me,5420
Tony.,Page is refreshing now finally got in,5430
Sarah.,Nice Andrew,5440
Chris.,Persistence pays off,5450
David.,Welcome to the club,5460
Amanda.,Can I upgrade to the higher tier later?,5470
Jason.,I am just going to outsource the bot building,5480
Kevin.,My time is better spent selling the service,5490
Emily.,Sales over development every time,5500
Brian.,One hundred percent,5510
Jessica.,Glad we got the Zapier confirmation,5520
Marcus.,That is huge for me,5530
Cole.,Connects to literally everything,5540
Blake.,Endless possibilities,5550
Justin.,Virtual standing ovation for Itamar. VSO,5560
Scott.,VSO,5575
Linda.,vso,5590
Richard.,VSO,5605
Alex.,vso,5620
Tony.,VSO,5635
Sarah.,VSO,5650
Chris.,VSO. Thank you guys,5665
David.,VSO. Let's go crush 2026,5680
Amanda.,VSO,5695
Jason.,vso,5710
Kevin.,VSO,5725
Emily.,vso,5740
Brian.,VSO,5755
Jessica.,VSO,5770
Marcus.,vso,5785
Cole.,VSO,5800
Blake.,Amazing presentation,5815
Justin.,Best one yet,5830
Scott.,Learned so much today. Any doubts I had are gone,5845
Linda.,Excited to start,5860
Richard.,Let's get to work,5875
Alex.,See you all in the Facebook group,5890
Tony.,Bye everyone,5905
Sarah.,Thank you Barry and Itamar. VSO,5920
Chris.,Thanks,5935
David.,Thank you,5950
Amanda.,Cheers,5965
Jason.,Thanks,5980
Kevin.,Best webinar of the year. Let's go to work,5995
Emily.,Absolutely,6010
Brian.,Time to execute,6025
Jessica.,So excited to start. Thanks guys,6040
